activity,containers,ingredients,tool,dish,subject,labels,className,fileName,startFrame,startTimeSeconds,endFrame,endTimeSeconds
dryV,[''],['chefs-knife'],['towel'],39.0,14.0,677.0,dryVtowelchefs knife,s14-d39-cam-002,10493.0,356.938,10616.0,361.122
enterV,[''],[''],[''],43.0,14.0,706.0,enterV,s14-d43-cam-002,172.0,5.872,197.0,6.734
take outV,"['cupboard', 'counter']",['potato'],['hand'],43.0,14.0,2829.0,take outVhandpotatocupboardcounter,s14-d43-cam-002,224.0,7.653,386.0,13.163
take outV,"['drawer', 'counter']","['front-peeler', 'knife']",['hand'],43.0,14.0,2667.0,take outVhandfront peelerknifedrawercounter,s14-d43-cam-002,393.0,13.401,500.0,17.04
closeV,['drawer'],[''],['hand'],43.0,14.0,363.0,closeVhanddrawer,s14-d43-cam-002,500.0,17.04,545.0,18.571
take outV,"['drawer', 'counter']",['bowl'],['hand'],43.0,14.0,2569.0,take outVhandbowldrawercounter,s14-d43-cam-002,551.0,18.775,772.0,26.292
put inV,"['', 'drawer']",['bowl'],['hand'],43.0,14.0,1729.0,put inVhandbowldrawer,s14-d43-cam-002,775.0,26.394,827.0,28.163
closeV,['drawer'],[''],['hand'],43.0,14.0,363.0,closeVhanddrawer,s14-d43-cam-002,830.0,28.265,884.0,30.102
peelV,[''],['potato'],['front-peeler'],43.0,14.0,1452.0,peelVfront peelerpotato,s14-d43-cam-002,906.0,30.85,1606.0,54.659
cut out insideV,[''],['potato'],['knife'],43.0,14.0,591.0,cut out insideVknifepotato,s14-d43-cam-002,1625.0,55.306,1848.0,62.891
addV,"['', 'bowl']",['potato'],['hand'],43.0,14.0,134.0,addVhandpotatobowl,s14-d43-cam-002,1848.0,62.891,1877.0,63.877
peelV,[''],['potato'],['front-peeler'],43.0,14.0,1452.0,peelVfront peelerpotato,s14-d43-cam-002,1902.0,64.727,2838.0,96.564
cut out insideV,[''],['potato'],['knife'],43.0,14.0,591.0,cut out insideVknifepotato,s14-d43-cam-002,2858.0,97.244,2944.0,100.17
addV,"['', 'bowl']",['potato'],['hand'],43.0,14.0,134.0,addVhandpotatobowl,s14-d43-cam-002,2944.0,100.17,2974.0,101.19
washV,[''],['bowl'],['hand'],43.0,14.0,3131.0,washVhandbowl,s14-d43-cam-002,3039.0,103.401,3185.0,108.367
throw in garbageV,[''],['peel'],"['hand', 'bowl']",43.0,14.0,2996.0,throw in garbageVhandbowlpeel,s14-d43-cam-002,3332.0,113.367,3552.0,120.85
washV,[''],['bowl'],['hand'],43.0,14.0,3131.0,washVhandbowl,s14-d43-cam-002,3588.0,122.074,3651.0,124.217
cut apartV,"['', 'bowl']",['potato'],['knife'],43.0,14.0,472.0,cut apartVknifepotatobowl,s14-d43-cam-002,3739.0,127.21,3868.0,131.598
cut apartV,"['', 'bowl']",['potato'],['knife'],43.0,14.0,472.0,cut apartVknifepotatobowl,s14-d43-cam-002,3868.0,131.598,3945.0,134.217
cut apartV,"['', 'bowl']",['potato'],['knife'],43.0,14.0,472.0,cut apartVknifepotatobowl,s14-d43-cam-002,3996.0,135.952,4033.0,137.21
cut apartV,"['', 'bowl']",['potato'],['knife'],43.0,14.0,472.0,cut apartVknifepotatobowl,s14-d43-cam-002,4051.0,137.823,4092.0,139.217
cut apartV,"['', 'bowl']",['potato'],['knife'],43.0,14.0,472.0,cut apartVknifepotatobowl,s14-d43-cam-002,4118.0,140.102,4181.0,142.244
cut apartV,"['', 'bowl']",['potato'],['knife'],43.0,14.0,472.0,cut apartVknifepotatobowl,s14-d43-cam-002,4197.0,142.789,4324.0,147.108
washV,[''],"['front-peeler', 'knife']",['hand'],43.0,14.0,3162.0,washVhandfront peelerknife,s14-d43-cam-002,4413.0,150.136,4586.0,156.02
enterV,[''],[''],[''],46.0,14.0,706.0,enterV,s14-d46-cam-002,105.0,3.605,117.0,4.013
take outV,"['cupboard', 'counter']",['pineapple'],['hand'],46.0,14.0,2782.0,take outVhandpineapplecupboardcounter,s14-d46-cam-002,145.0,4.965,448.0,15.272
take outV,"['drawer', 'counter']",['bread-knife'],['hand'],46.0,14.0,2579.0,take outVhandbread knifedrawercounter,s14-d46-cam-002,469.0,15.986,682.0,23.231
take outV,"['drawer', 'counter']",['knife'],['hand'],46.0,14.0,2705.0,take outVhandknifedrawercounter,s14-d46-cam-002,691.0,23.537,775.0,26.394
closeV,['drawer'],[''],['hand'],46.0,14.0,363.0,closeVhanddrawer,s14-d46-cam-002,794.0,27.04,848.0,28.877
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],46.0,14.0,2637.0,take outVhandcutting boarddrawercounter,s14-d46-cam-002,858.0,29.217,1001.0,34.081
take outV,"['drawer', 'counter']",['bowl'],['hand'],46.0,14.0,2569.0,take outVhandbowldrawercounter,s14-d46-cam-002,1008.0,34.319,1071.0,36.462
take outV,"['drawer', 'counter']",['plastic-box'],['hand'],46.0,14.0,2801.0,take outVhandplastic boxdrawercounter,s14-d46-cam-002,1109.0,37.735,1150.0,39.149
closeV,['drawer'],[''],['hand'],46.0,14.0,363.0,closeVhanddrawer,s14-d46-cam-002,1150.0,39.149,1181.0,40.204
moveV,"['drawer', 'drawer']",['bowl'],['hand'],46.0,14.0,871.0,moveVhandbowldrawerdrawer,s14-d46-cam-002,1181.0,40.204,1249.0,42.517
closeV,['drawer'],[''],['hand'],46.0,14.0,363.0,closeVhanddrawer,s14-d46-cam-002,1249.0,42.517,1318.0,44.863
moveV,"['counter', 'cutting-board']",['pineapple'],['hand'],46.0,14.0,1169.0,moveVhandpineapplecountercutting board,s14-d46-cam-002,1323.0,45.0,1377.0,46.87
cut apartV,['cutting-board'],['pineapple'],['bread-knife'],46.0,14.0,380.0,cut apartVbread knifepineapplecutting board,s14-d46-cam-002,1392.0,47.38,1932.0,65.748
addV,"['cutting-board', 'plastic-box']",['pineapple'],['hand'],46.0,14.0,130.0,addVhandpineapplecutting boardplastic box,s14-d46-cam-002,1957.0,66.598,2001.0,68.095
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,2004.0,68.197,2079.0,70.748
cut off endsV,['cutting-board'],['pineapple'],['bread-knife'],46.0,14.0,516.0,cut off endsVbread knifepineapplecutting board,s14-d46-cam-002,2124.0,72.278,2257.0,76.802
addV,"['cutting-board', 'plastic-box']",['pineapple'],['hand'],46.0,14.0,130.0,addVhandpineapplecutting boardplastic box,s14-d46-cam-002,2261.0,76.938,2304.0,78.401
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,2349.0,79.931,2910.0,99.013
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,2921.0,99.387,2979.0,101.36
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,2985.0,101.564,3023.0,102.857
moveV,"['cutting-board', 'cutting-board']",['peel'],['knife'],46.0,14.0,1331.0,moveVknifepeelcutting boardcutting board,s14-d46-cam-002,3023.0,102.857,3057.0,104.013
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,3079.0,104.761,3523.0,119.863
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,3537.0,120.34,3571.0,121.496
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,3657.0,124.421,3823.0,130.068
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,3833.0,130.408,3846.0,130.85
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,3846.0,130.85,3890.0,132.346
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,3893.0,132.448,3953.0,134.489
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,3972.0,135.136,4022.0,136.836
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4028.0,137.04,4050.0,137.789
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,4068.0,138.401,4098.0,139.421
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4142.0,140.918,4175.0,142.04
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4181.0,142.244,4204.0,143.027
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4215.0,143.401,4242.0,144.319
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4247.0,144.489,4265.0,145.102
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4274.0,145.408,4335.0,147.482
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4339.0,147.619,4358.0,148.265
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4393.0,149.453,4421.0,150.408
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4426.0,150.578,4445.0,151.224
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4456.0,151.598,4497.0,152.993
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4501.0,153.129,4519.0,153.741
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4523.0,153.877,4592.0,156.224
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4597.0,156.394,4614.0,156.972
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4699.0,159.842,4732.0,160.986
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4737.0,161.156,4754.0,161.734
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4754.0,161.734,4789.0,162.925
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4794.0,163.095,4825.0,164.149
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4833.0,164.398,4883.0,166.122
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4889.0,166.326,4902.0,166.768
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,4924.0,167.497,4982.0,169.489
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,4987.0,169.659,5004.0,170.238
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5010.0,170.413,5068.0,172.414
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5072.0,172.551,5085.0,172.993
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5087.0,173.061,5124.0,174.319
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5129.0,174.489,5143.0,174.965
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5151.0,175.238,5204.0,177.04
addV,"['knife', 'plastic-box']",['peel'],['knife'],46.0,14.0,183.0,addVknifepeelknifeplastic box,s14-d46-cam-002,5209.0,177.21,5268.0,179.217
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5315.0,180.802,5361.0,182.38
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5365.0,182.517,5378.0,182.959
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5385.0,183.197,5429.0,184.693
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5434.0,184.863,5451.0,185.442
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5454.0,185.54,5523.0,187.891
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5528.0,188.061,5547.0,188.707
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5553.0,188.911,5594.0,190.306
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5599.0,190.476,5629.0,191.496
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5636.0,191.734,5703.0,194.013
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5709.0,194.217,5726.0,194.795
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5738.0,195.204,5793.0,197.074
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5797.0,197.21,5833.0,198.435
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5862.0,199.392,5914.0,201.19
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5919.0,201.36,5944.0,202.21
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,5950.0,202.414,5985.0,203.605
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,5990.0,203.775,6002.0,204.183
addV,"['cutting-board', 'bowl']",['peel'],['hand'],46.0,14.0,126.0,addVhandpeelcutting boardbowl,s14-d46-cam-002,6005.0,204.285,6043.0,205.578
peelV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,1478.0,peelVknifepineapplecutting board,s14-d46-cam-002,6070.0,206.496,6115.0,208.027
addV,"['knife', 'plastic-box']",['peel'],['hand'],46.0,14.0,128.0,addVhandpeelknifeplastic box,s14-d46-cam-002,6121.0,208.231,6145.0,209.047
moveV,"['cutting-board', 'counter']",['peel'],['hand'],46.0,14.0,1151.0,moveVhandpeelcutting boardcounter,s14-d46-cam-002,6221.0,211.632,6329.0,215.306
addV,"['cutting-board', 'plastic-box']",['peel'],['hand'],46.0,14.0,127.0,addVhandpeelcutting boardplastic box,s14-d46-cam-002,6433.0,218.843,6503.0,221.224
washV,[''],['hand'],['hand'],46.0,14.0,3171.0,washVhandhand,s14-d46-cam-002,6532.0,222.21,6579.0,223.809
shakeV,[''],['hand'],['hand'],46.0,14.0,2205.0,shakeVhandhand,s14-d46-cam-002,6582.0,223.911,6617.0,225.102
washV,[''],['bread-knife'],['hand'],46.0,14.0,3133.0,washVhandbread knife,s14-d46-cam-002,6717.0,228.503,6788.0,230.918
shakeV,[''],['bread-knife'],['hand'],46.0,14.0,2171.0,shakeVhandbread knife,s14-d46-cam-002,6788.0,230.918,6809.0,231.632
sliceV,['cutting-board'],['pineapple'],['bread-knife'],46.0,14.0,2276.0,sliceVbread knifepineapplecutting board,s14-d46-cam-002,6832.0,232.414,7752.0,263.707
addV,"['cutting-board', 'bowl']",['pineapple'],['hand'],46.0,14.0,129.0,addVhandpineapplecutting boardbowl,s14-d46-cam-002,7789.0,264.965,7876.0,267.925
cut apartV,['cutting-board'],['pineapple'],['knife'],46.0,14.0,465.0,cut apartVknifepineapplecutting board,s14-d46-cam-002,7929.0,269.727,8185.0,278.435
addV,"['cutting-board', 'plastic-box']",['pineapple'],['hand'],46.0,14.0,130.0,addVhandpineapplecutting boardplastic box,s14-d46-cam-002,8191.0,278.639,8218.0,279.557
addV,"['cutting-board', 'bowl']",['pineapple'],['hand'],46.0,14.0,129.0,addVhandpineapplecutting boardbowl,s14-d46-cam-002,8229.0,279.931,8348.0,283.979
washV,[''],"['bread-knife', 'knife']",['hand'],46.0,14.0,3134.0,washVhandbread knifeknife,s14-d46-cam-002,8403.0,285.85,8648.0,294.183
throw in garbageV,[''],"['peel', 'pineapple']","['hand', 'plastic-box']",46.0,14.0,3055.0,throw in garbageVhandplastic boxpeelpineapple,s14-d46-cam-002,8653.0,294.353,9154.0,311.394
washV,[''],['plastic-box'],['hand'],46.0,14.0,3203.0,washVhandplastic box,s14-d46-cam-002,9166.0,311.802,9248.0,314.591
enterV,[''],[''],[''],50.0,14.0,706.0,enterV,s14-d50-cam-002,94.0,3.212,123.0,4.217
take outV,"['cupboard', 'counter']",['bowl'],['hand'],50.0,14.0,2565.0,take outVhandbowlcupboardcounter,s14-d50-cam-002,169.0,5.782,380.0,12.959
take outV,"['fridge', '']",['egg'],['hand'],50.0,14.0,2641.0,take outVhandeggfridge,s14-d50-cam-002,423.0,14.421,633.0,21.564
open eggV,['bowl'],['egg-white'],"['hand', 'bowl']",50.0,14.0,1372.0,open eggVhandbowlegg whitebowl,s14-d50-cam-002,670.0,22.823,1340.0,45.612
addV,"['eggshell', 'bowl']",['yolk'],['eggshell'],50.0,14.0,33.0,addVeggshellyolkeggshellbowl,s14-d50-cam-002,1340.0,45.612,1389.0,47.278
throw in garbageV,[''],['eggshell'],['hand'],50.0,14.0,3015.0,throw in garbageVhandeggshell,s14-d50-cam-002,1407.0,47.891,1578.0,53.707
washV,[''],['hand'],['hand'],50.0,14.0,3171.0,washVhandhand,s14-d50-cam-002,1597.0,54.353,1665.0,56.666
shakeV,[''],['hand'],['hand'],50.0,14.0,2205.0,shakeVhandhand,s14-d50-cam-002,1665.0,56.666,1707.0,58.095
dryV,[''],['hand'],['towel'],50.0,14.0,683.0,dryVtowelhand,s14-d50-cam-002,1727.0,58.775,1903.0,64.761
enterV,[''],[''],[''],51.0,14.0,706.0,enterV,s14-d51-cam-002,163.0,5.547,195.0,6.666
take outV,"['fridge', 'counter']",['plastic-bag'],['hand'],51.0,14.0,2790.0,take outVhandplastic bagfridgecounter,s14-d51-cam-002,238.0,8.129,550.0,18.741
take outV,"['drawer', 'counter']",['knife'],['hand'],51.0,14.0,2705.0,take outVhandknifedrawercounter,s14-d51-cam-002,565.0,19.251,645.0,21.972
take outV,"['drawer', 'counter']",['knife'],['hand'],51.0,14.0,2705.0,take outVhandknifedrawercounter,s14-d51-cam-002,652.0,22.21,756.0,25.748
closeV,['drawer'],[''],['hand'],51.0,14.0,363.0,closeVhanddrawer,s14-d51-cam-002,756.0,25.748,793.0,27.006
take outV,"['drawer', 'counter']",['plastic-box'],['hand'],51.0,14.0,2801.0,take outVhandplastic boxdrawercounter,s14-d51-cam-002,804.0,27.38,966.0,32.891
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],51.0,14.0,2637.0,take outVhandcutting boarddrawercounter,s14-d51-cam-002,978.0,33.299,1155.0,39.319
rip openV,['counter'],['plastic-bag'],['hand'],51.0,14.0,2011.0,rip openVhandplastic bagcounter,s14-d51-cam-002,1167.0,39.727,1249.0,42.517
remove from packageV,['plastic-bag'],['paper-box'],['hand'],51.0,14.0,1981.0,remove from packageVhandpaper boxplastic bag,s14-d51-cam-002,1249.0,42.517,1342.0,45.658
moveV,"['paper-box', 'cutting-board']",['green-beans'],['hand'],51.0,14.0,1045.0,moveVhandgreen beanspaper boxcutting board,s14-d51-cam-002,1344.0,45.748,1443.0,49.083
moveV,"['paper-box', 'cutting-board']",['green-beans'],['hand'],51.0,14.0,1045.0,moveVhandgreen beanspaper boxcutting board,s14-d51-cam-002,1447.0,49.251,1525.0,51.904
packageV,['plastic-bag'],['paper-box'],['hand'],51.0,14.0,1426.0,packageVhandpaper boxplastic bag,s14-d51-cam-002,1526.0,51.938,1612.0,54.863
put inV,"['counter', 'fridge']",['plastic-bag'],['hand'],51.0,14.0,1806.0,put inVhandplastic bagcounterfridge,s14-d51-cam-002,1622.0,55.204,1841.0,62.653
take outV,"['drawer', 'counter']",['bowl'],['hand'],51.0,14.0,2569.0,take outVhandbowldrawercounter,s14-d51-cam-002,1855.0,63.129,2014.0,68.537
washV,[''],['green-beans'],['hand'],51.0,14.0,3169.0,washVhandgreen beans,s14-d51-cam-002,2078.0,70.714,2427.0,82.585
shakeV,[''],['green-beans'],['hand'],51.0,14.0,2204.0,shakeVhandgreen beans,s14-d51-cam-002,2427.0,82.585,2518.0,85.68
cut off endsV,"['', 'plastic-box']",['green-beans'],['knife'],51.0,14.0,552.0,cut off endsVknifegreen beansplastic box,s14-d51-cam-002,2679.0,91.156,3032.0,103.163
cut off endsV,"['', 'plastic-box']",['green-beans'],['knife'],51.0,14.0,552.0,cut off endsVknifegreen beansplastic box,s14-d51-cam-002,3071.0,104.489,3222.0,109.625
cut off endsV,"['', 'plastic-box']",['green-beans'],['knife'],51.0,14.0,552.0,cut off endsVknifegreen beansplastic box,s14-d51-cam-002,3262.0,110.986,3468.0,117.993
cut off endsV,"['', 'plastic-box']",['green-beans'],['knife'],51.0,14.0,552.0,cut off endsVknifegreen beansplastic box,s14-d51-cam-002,3509.0,119.354,3816.0,129.829
cut off endsV,"['', 'plastic-box']",['green-beans'],['knife'],51.0,14.0,552.0,cut off endsVknifegreen beansplastic box,s14-d51-cam-002,3874.0,131.802,4246.0,144.455
cut off endsV,"['', 'plastic-box']",['green-beans'],['knife'],51.0,14.0,552.0,cut off endsVknifegreen beansplastic box,s14-d51-cam-002,4296.0,146.156,4458.0,151.666
sliceV,['cutting-board'],['green-beans'],['knife'],51.0,14.0,2321.0,sliceVknifegreen beanscutting board,s14-d51-cam-002,4693.0,159.659,4988.0,169.693
addV,"['cutting-board', 'bowl']",['green-beans'],['hand'],51.0,14.0,91.0,addVhandgreen beanscutting boardbowl,s14-d51-cam-002,4998.0,170.0,5027.0,171.02
addV,"['cutting-board', 'bowl']",['green-beans'],['hand'],51.0,14.0,91.0,addVhandgreen beanscutting boardbowl,s14-d51-cam-002,5032.0,171.19,5097.0,173.401
moveV,"['cutting-board', 'cutting-board']",['green-beans'],['hand'],51.0,14.0,1043.0,moveVhandgreen beanscutting boardcutting board,s14-d51-cam-002,5106.0,173.707,5134.0,174.659
sliceV,['cutting-board'],['green-beans'],['knife'],51.0,14.0,2321.0,sliceVknifegreen beanscutting board,s14-d51-cam-002,5134.0,174.659,5439.0,185.034
